clusters	cut	ortho	annotation	Atid
TR44700|c0_g1	2	6307	GRF zinc finger / Zinc knuckle protein	AT1G54930
TR77406|c1_g7	5	6309	photosystem II subunit X	AT2G06520
TR31666|c0_g1	5	6311	defective in exine formation protein (DEX1)	AT3G09090
TR46299|c0_g1	6	6317	0	AT5G13100
TR77479|c8_g2	5	6318	temperature sensing protein-related	AT4G05440
TR31518|c0_g1	5	6318	temperature sensing protein-related	AT4G05440
TR64259|c2_g1	5	6321	RNA recognition motif (RRM)-containing protein	AT3G23900
TR41677|c0_g1	5	6324	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G08125
TR52160|c4_g1	1	6334	Amidase family protein	AT5G07360
TR96234|c1_g1	1	6336	"glutamate-1-semialdehyde 2,1-aminomutase 2"	AT3G48730
TR58794|c0_g1	3	6344	#N/A	#N/A
TR24012|c0_g1	1	6347	"Uncharacterised BCR, YbaB family COG0718"	AT4G30620
TR87873|c5_g1	3	6349	zinc ion binding	AT1G55915
TR52235|c1_g1	1	6352	RNA-binding (RRM/RBD/RNP motifs) family protein	AT3G21215
TR38188|c0_g2	5	6358	GPI transamidase component PIG-S-related	AT3G07180
TR38188|c0_g1	5	6358	GPI transamidase component PIG-S-related	AT3G07180
TR62034|c0_g1	2	6358	GPI transamidase component PIG-S-related	AT3G07180
TR29989|c0_g1	2	6359	lipase class 3 family protein	AT3G07400
TR89657|c0_g1	3	6361	Endosomal targeting BRO1-like domain-containing protein	AT1G15130
TR46152|c0_g1	1	6364	histidine biosynthesis bifunctional protein (HISIE)	AT1G31860
TR58021|c1_g1	2	6365	protein phosphatase 5.2	AT2G42810
TR97688|c0_g2	6	6365	protein phosphatase 5.2	AT2G42810
TR42620|c0_g1	5	6367	Insulinase (Peptidase family M16) family protein	AT5G42390
TR66237|c0_g1	5	6368	0	AT5G65950
TR98963|c0_g1	3	6369	"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative"	AT2G46520
TR33674|c0_g1	4	6369	"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative"	AT2G46520
TR31737|c0_g1	1	6372	adenosine deaminases;RNA binding;RNA binding;adenosine deaminases	AT1G01760
TR96101|c2_g2	1	6375	iron regulated 2	AT5G03570
TR77108|c0_g1	1	6383	0	AT1G56423
TR95033|c0_g1	4	6397	"WD-40 repeat family protein / notchless protein, putative"	AT5G52820
TR26187|c8_g1	3	6400	pyruvate orthophosphate dikinase	AT4G15530
TR26187|c7_g1	3	6400	pyruvate orthophosphate dikinase	AT4G15530
TR88622|c1_g1	2	6402	cryptochrome 3	AT5G24850
TR38313|c2_g1	5	6404	"3-phosphoinositide-dependent protein kinase-1, putative"	AT3G10572
TR38231|c2_g2	5	6405	0	AT2G46200
TR78745|c0_g2	5	6406	0	AT1G03250
TR100972|c0_g1	1	6409	esterase/lipase/thioesterase family protein	AT3G50790
TR81657|c0_g1	4	6418	Pentatricopeptide repeat (PPR-like) superfamily protein	AT2G34400
TR39974|c0_g1	3	6423	ARM repeat superfamily protein	AT5G15680
TR58765|c1_g4	5	6425	Class I glutamine amidotransferase-like superfamily protein	AT3G02720
TR35487|c0_g1	4	6427	high cyclic electron flow 1	AT3G54050
TR52363|c0_g1	4	6428	ARM repeat superfamily protein	AT2G13540
TR86742|c0_g1	5	6434	UBX domain-containing protein	AT4G10790
TR34663|c0_g1	3	6440	Protein kinase superfamily protein	AT5G20050
TR73384|c0_g1	3	6440	Protein kinase superfamily protein	AT5G20050
TR53201|c0_g1	1	6441	with no lysine (K) kinase 3	AT3G48260
TR12081|c0_g1	6	6450	splicing endonuclease 1	AT3G45590
TR43516|c0_g1	2	6454	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT3G12940
TR78811|c0_g2	2	6456	Transmembrane amino acid transporter family protein	AT1G80510
TR32742|c3_g2	6	6464	C-terminal cysteine residue is changed to a serine 1	AT1G11530
TR97638|c0_g1	4	6470	0	AT4G29520
TR96147|c0_g1	4	6470	0	AT4G29520
TR46313|c0_g1	1	6476	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G09230
TR100806|c0_g1	1	6479	KOW domain-containing protein	AT5G23535
TR94900|c0_g1	1	6482	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G52210
TR48209|c0_g3	1	6482	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G52210
TR100013|c1_g1	2	6490	PLC-like phosphodiesterases superfamily protein	AT4G38690
TR46586|c0_g1	2	6491	0	AT2G39170
TR65123|c0_g1	5	6493	SEC6	AT1G71820
TR71030|c0_g1	2	6494	histone-lysine N-methyltransferase ATXR2	AT3G21820
TR83702|c0_g1	5	6495	plant U-box 8	AT4G21350
TR100697|c1_g1	2	6496	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)	AT5G65780
TR100843|c0_g1	1	6498	autophagy protein Apg5 family	AT5G17290
TR93021|c0_g1	2	6500	O-fucosyltransferase family protein	AT1G52630
TR41021|c0_g1	1	6501	nudix hydrolase homolog 23	AT2G42070
TR53177|c4_g1	1	6504	CCAAT-binding factor	AT2G17250
TR45501|c0_g1	3	6511	protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases	AT5G18525
TR86470|c0_g1	4	6516	F-box family protein	AT4G02440
TR89430|c0_g1	1	6526	Ribonuclease P protein subunit P38-related	AT3G45900
TR50070|c0_g1	5	6529	Homeodomain-like superfamily protein	AT5G45580
TR58812|c0_g1	5	6532	AMP-dependent synthetase and ligase family protein	AT5G35930
TR63289|c0_g1	5	6533	lon protease 2	AT5G47040
TR53915|c2_g1	1	6541	trithorax-like protein 2	AT1G05830
TR92567|c0_g2	6	6547	ALBINA 1	AT1G08520
TR26190|c0_g2	3	6548	phosphatidylinositol 4-OH kinase beta2	AT5G09350
TR57602|c0_g1	3	6571	"transferases, transferring glycosyl groups"	AT2G04560
TR41934|c0_g2	3	6582	Double Clp-N motif protein	AT4G12060
TR10919|c0_g1	1	6582	Double Clp-N motif protein	AT4G12060
TR64257|c1_g1	6	6583	"Phox-associated domain;Phox-like;Sorting nexin, C-terminal"	AT2G15900
TR67623|c0_g1	5	6587	flavodoxin family protein / radical SAM domain-containing protein	AT1G75200
TR53805|c0_g1	5	6587	flavodoxin family protein / radical SAM domain-containing protein	AT1G75200
TR90168|c0_g2	6	6590	nucleoporin 155	AT1G14850
TR38659|c0_g1	5	6595	BTB/POZ domain-containing protein	AT1G55760
TR54973|c1_g1	5	6601	3'-5'-exoribonuclease family protein	AT3G60500
TR51058|c0_g2	1	6605	transducin family protein / WD-40 repeat family protein	AT1G27470
TR20325|c0_g1	6	6607	TBP-associated factor 5	AT5G25150
TR48239|c1_g1	3	6619	Thioesterase/thiol ester dehydrase-isomerase superfamily protein	AT2G30720
TR63774|c0_g1	5	6621	EamA-like transporter family	AT3G07080
TR82928|c1_g1	1	6621	EamA-like transporter family	AT3G07080
TR24228|c2_g1	1	6624	0	AT5G28960
TR87524|c1_g1	4	6641	phosphatidate cytidylyltransferase family protein	AT3G45040
TR77401|c3_g2	1	6645	rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein	AT5G19370
TR96310|c0_g1	1	6647	Acyl-CoA N-acyltransferases (NAT) superfamily protein	AT4G19985
TR66093|c0_g1	1	6653	0	AT2G40800
TR53881|c0_g1	3	6654	Protein kinase superfamily protein	AT3G08760
TR66126|c0_g1	2	6654	Protein kinase superfamily protein	AT3G08760
TR40812|c0_g1	1	6664	0	AT5G11280
TR95041|c0_g1	1	6682	double-stranded RNA binding protein-related / DsRBD protein-related	AT4G20910
TR91262|c1_g1	1	6683	Spc97 / Spc98 family of spindle pole body (SBP) component	AT5G17410
TR56291|c0_g1	5	6704	Matrixin family protein	AT2G45040
TR33181|c0_g2	5	6708	Nucleoporin interacting component (Nup93/Nic96-like) family protein	AT2G41620
TR33181|c0_g8	5	6708	Nucleoporin interacting component (Nup93/Nic96-like) family protein	AT2G41620
TR43589|c0_g2	5	6709	GTP-binding family protein	AT3G07050
TR46920|c9_g1	6	6710	protein kinase family protein	AT5G21222
TR83770|c0_g1	1	6715	Ribosomal protein L19 family protein	AT4G11630
TR91711|c2_g1	6	6716	Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	AT5G17380
TR95051|c6_g1	3	6729	0	AT1G44780
TR96691|c0_g1	2	6730	RNA cyclase family protein	AT5G22100
TR51946|c0_g1	2	6736	Nucleic acid-binding proteins superfamily	AT1G71720
TR94970|c1_g1	4	6739	acyl-activating enzyme 18	AT1G55320
TR43386|c0_g2	4	6739	acyl-activating enzyme 18	AT1G55320
TR1570|c0_g1	6	6740	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G27150
TR96208|c0_g1	1	6744	Iron-sulphur cluster biosynthesis family protein	AT5G03905
TR62720|c1_g1	5	6752	Family of unknown function (DUF716) 	AT3G01360
TR74195|c0_g1	1	6756	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G02590
TR91587|c1_g1	5	6759	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT5G26180
TR84157|c0_g1	5	6760	Surfeit locus protein 6	AT5G05210
TR26233|c0_g1	3	6761	Hydroxyproline-rich glycoprotein family protein	AT3G25690
TR45292|c2_g2	2	6762	0	AT2G35260
TR46162|c0_g1	1	6766	0	AT5G66090
TR12293|c0_g1	2	6768	pentatricopeptide (PPR) repeat-containing protein	AT2G30100
TR28327|c0_g1	5	6770	TBP-associated factor 15B	AT5G58470
TR17851|c0_g1	3	6777	ATP-binding cassette A1	AT2G41700
TR87519|c0_g1	5	6782	nucleic acid binding	AT1G27750
TR58733|c0_g1	4	6784	Pentatricopeptide repeat (PPR) superfamily protein	AT4G35850
TR52177|c0_g2	2	6791	NAD(P)-linked oxidoreductase superfamily protein	AT2G21260
TR77789|c0_g2	5	6793	FMN-linked oxidoreductases superfamily protein	AT4G38890
TR96194|c0_g1	2	6805	SET domain protein 20	AT3G03750
TR71187|c0_g1	2	6815	#N/A	#N/A
TR51057|c1_g2	5	6853	Prefoldin chaperone subunit family protein	AT1G03760
TR46899|c5_g1	1	6856	NAD(P)H dehydrogenase (quinone)s	AT4G35760
TR46231|c2_g1	6	6861	DEA(D/H)-box RNA helicase family protein	AT1G71280
TR48705|c0_g2	4	6867	Ribonuclease III family protein	AT1G55140
TR20745|c0_g1	2	6868	Peptidase family M48 family protein	AT4G01320
TR52756|c0_g1	5	6872	Pentatricopeptide repeat (PPR) superfamily protein	AT1G03100
TR96246|c2_g1	1	6879	Regulator of chromosome condensation (RCC1) family protein	AT1G27060
TR68960|c0_g1	4	6883	0	AT5G48470
TR83483|c0_g1	1	6885	single-stranded DNA endonuclease family protein	AT3G48900
TR89207|c1_g1	3	6893	glycine-rich protein	AT1G27090
TR100932|c0_g1	1	6901	photosystem II reaction center PSB29 protein	AT2G20890
TR33307|c0_g1	4	6909	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G31790
TR79297|c0_g2	2	6911	Protein kinase superfamily protein	AT5G20930
TR81485|c0_g1	1	6912	Tryptophan RNA-binding attenuator protein-like	AT5G47420
TR10394|c0_g1	1	6913	RHOMBOID-like protein 15	AT3G58460
TR62089|c3_g1	6	6913	RHOMBOID-like protein 15	AT3G58460
TR60431|c0_g2	1	6913	RHOMBOID-like protein 15	AT3G58460
TR77411|c1_g1	5	6913	RHOMBOID-like protein 15	AT3G58460
TR88620|c2_g1	6	6913	RHOMBOID-like protein 15	AT3G58460
TR31844|c0_g2	1	6913	RHOMBOID-like protein 15	AT3G58460
TR60431|c0_g1	2	6913	RHOMBOID-like protein 15	AT3G58460
TR52780|c6_g1	4	6913	RHOMBOID-like protein 15	AT3G58460
TR62383|c0_g1	3	6913	RHOMBOID-like protein 15	AT3G58460
TR27638|c4_g1	1	6913	RHOMBOID-like protein 15	AT3G58460
TR45421|c0_g1	4	6913	RHOMBOID-like protein 15	AT3G58460
TR74269|c0_g1	5	6917	ARM repeat superfamily protein	AT1G54385
TR26705|c0_g1	3	6919	#N/A	#N/A
TR46435|c0_g1	3	6919	#N/A	#N/A
TR84258|c0_g1	3	6921	chromatin remodeling 4	AT5G44800
TR66212|c0_g1	3	6921	chromatin remodeling 4	AT5G44800
TR26196|c0_g2	3	6921	chromatin remodeling 4	AT5G44800
TR39015|c8_g1	4	6933	ARM repeat superfamily protein	AT1G26170
TR100673|c0_g1	1	6934	Protein of unknown function (DUF1637)	AT1G18490
TR100053|c0_g1	4	6940	UDP-Glycosyltransferase superfamily protein	AT1G73740
TR93768|c0_g1	5	6941	0	AT1G72390
TR34097|c0_g9	6	6944	Family of unknown function (DUF572) 	AT1G25682
TR30819|c0_g1	6	6954	0	AT4G28260
TR93058|c0_g1	1	6956	0	AT1G01770
TR88592|c1_g1	3	6958	sensitive to freezing 6	AT4G04920
TR88592|c1_g2	1	6958	sensitive to freezing 6	AT4G04920
TR82877|c0_g1	4	6960	"Nucleic acid-binding, OB-fold-like protein"	AT1G12800
TR96201|c0_g1	1	6966	Rubisco methyltransferase family protein	AT1G14030
TR58757|c1_g1	1	6968	pectin methylesterase 31	AT3G29090
TR98792|c0_g1	4	6968	pectin methylesterase 31	AT3G29090
TR94922|c0_g2	6	6970	electron carriers;protein disulfide oxidoreductases	AT4G08550
TR31410|c0_g1	4	6973	0	AT4G39840
TR76401|c1_g1	4	6977	0	AT5G66420
TR91546|c0_g1	1	6980	"Protein of unknown function, DUF647"	AT3G45890
TR84569|c0_g1	5	6988	Protein of unknown function (DUF506) 	AT2G39650
TR93600|c3_g1	5	6989	Proline-rich spliceosome-associated (PSP) family protein / zinc knuckle (CCHC-type) family protein	AT5G38600
TR82901|c0_g1	1	6994	#N/A	#N/A
TR95060|c1_g1	1	6994	#N/A	#N/A
TR81418|c7_g1	5	6995	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G02130
TR77745|c0_g1	5	6997	#N/A	#N/A
TR85338|c0_g1	6	6999	dihydrosphingosine phosphate lyase	AT1G27980
TR69006|c0_g1	2	7000	ARM repeat superfamily protein	AT5G50900
TR52795|c0_g1	1	7007	0	AT4G24840
TR56428|c0_g1	2	7018	Protein of unknown function (DUF1350)	AT5G47860
TR33935|c1_g1	3	7024	hydroxyproline-rich glycoprotein family protein	AT5G02850
TR4284|c0_g1	1	7032	dicer-like 1	AT1G01040
TR30720|c2_g1	1	7033	purple acid phosphatase 29	AT5G63140
TR97570|c1_g2	1	7033	purple acid phosphatase 29	AT5G63140
TR69635|c0_g1	1	7041	actin-related protein C3	AT1G60430
TR91093|c0_g1	3	7045	0	AT4G31570
TR48699|c1_g1	3	7045	0	AT4G31570
TR68937|c0_g1	5	7051	prolyl oligopeptidase family protein	AT5G24260
TR24190|c0_g1	1	7053	Putative methyltransferase family protein	AT1G79915
TR69588|c0_g1	5	7057	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G15120
TR46158|c0_g1	1	7060	Translation elongation  factor EF1B/ribosomal protein S6 family protein	AT1G64510
TR78786|c1_g2	3	7065	tetratricopeptide repeat (TPR)-containing protein	AT3G52140
TR70258|c0_g1	4	7066	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT3G20810
TR59867|c2_g1	6	7068	0	AT5G38880
TR59816|c0_g1	2	7069	Transducin/WD40 repeat-like superfamily protein	AT5G12920
TR74247|c0_g1	1	7070	0	AT3G47630
TR79308|c0_g1	4	7073	#N/A	#N/A
TR33003|c0_g1	6	7074	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G16320
TR55594|c0_g1	2	7082	DNAJ heat shock N-terminal domain-containing protein	AT4G10130
TR983|c0_g1	6	7082	DNAJ heat shock N-terminal domain-containing protein	AT4G10130
TR89685|c6_g1	6	7083	outer envelope protein of 80 kDa	AT5G19620
TR69595|c0_g1	3	7099	spindle pole body component 98	AT5G06680
TR33170|c1_g1	1	7104	Phospholipid/glycerol acyltransferase family protein	AT3G05510
TR88559|c0_g1	3	7107	solute:sodium symporters;urea transmembrane transporters	AT5G45380
TR76211|c0_g1	3	7110	Polyketide cyclase/dehydrase and lipid transport superfamily protein	AT3G13062
TR76211|c0_g2	3	7110	Polyketide cyclase/dehydrase and lipid transport superfamily protein	AT3G13062
TR100894|c0_g1	5	7111	RAD3-like DNA-binding helicase protein	AT1G03190
TR73718|c0_g1	1	7112	cobalt ion transmembrane transporters	AT3G21580
TR62745|c0_g1	3	7125	"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)"	AT5G13630
TR46908|c1_g1	3	7125	"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)"	AT5G13630
TR46908|c1_g3	3	7125	"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)"	AT5G13630
TR68926|c5_g2	5	7132	tRNA arginine adenosine deaminase	AT1G68720
TR69048|c0_g1	4	7133	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G20730
TR89348|c0_g1	4	7133	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G20730
TR56218|c0_g1	3	7135	alpha/beta-Hydrolases superfamily protein	AT3G19970
TR64810|c0_g1	4	7136	Acyl-CoA N-acyltransferases (NAT) superfamily protein	AT5G11340
TR84548|c3_g1	2	7138	GTP-binding protein Obg/CgtA	AT1G07615
TR84279|c0_g2	2	7138	GTP-binding protein Obg/CgtA	AT1G07615
TR84279|c0_g1	2	7138	GTP-binding protein Obg/CgtA	AT1G07615
TR93617|c1_g1	1	7139	0	AT5G08270
TR48210|c0_g1	3	7143	#N/A	#N/A
TR97616|c0_g1	3	7143	#N/A	#N/A
TR44571|c0_g1	5	7144	F-box family protein	AT1G76920
TR78063|c0_g1	5	7144	F-box family protein	AT1G76920
TR98408|c0_g1	4	7150	hydroxymethylbilane synthase	AT5G08280
TR21437|c0_g1	4	7151	#N/A	#N/A
TR83520|c1_g1	4	7152	Sodium Bile acid symporter family	AT1G78560
TR100939|c3_g1	1	7156	neurochondrin family protein	AT4G32050
TR100939|c3_g3	1	7156	neurochondrin family protein	AT4G32050
TR100939|c3_g4	1	7156	neurochondrin family protein	AT4G32050
TR27386|c0_g2	1	7157	0	AT4G00026
TR100687|c0_g1	1	7159	"tRNA synthetase class II (D, K and N) family protein"	AT4G33760
TR37615|c0_g1	6	7162	K+ efflux antiporter 3	AT4G04850
TR76970|c0_g1	2	7163	0	AT2G22370
TR100691|c0_g1	3	7163	0	AT2G22370
TR47367|c0_g1	2	7163	0	AT2G22370
TR71938|c1_g2	1	7175	Ribosomal L29 family protein 	AT5G65220
TR45324|c1_g1	1	7183	dehydratase family	AT3G23940
TR62531|c0_g1	4	7184	plastid transcriptionally active 3	AT3G04260
TR29142|c0_g1	3	7189	0	AT4G04190
TR47775|c0_g1	2	7191	cyclophilin71	AT3G44600
TR100068|c0_g4	3	7192	OTU-like cysteine protease family protein	AT2G27350
TR48236|c3_g1	1	7196	0	AT4G40045
TR49985|c0_g2	1	7198	Ergosterol biosynthesis ERG4/ERG24 family	AT3G52940
TR89676|c9_g2	1	7198	Ergosterol biosynthesis ERG4/ERG24 family	AT3G52940
TR54753|c0_g1	2	7201	LisH/CRA/RING-U-box domains-containing protein	AT3G55070
TR93604|c1_g1	5	7204	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT3G19860
TR82178|c0_g1	5	7205	homoserine kinase	AT2G17265
TR93666|c0_g1	3	7206	SET domain protein 2	AT4G15180
TR38270|c0_g1	3	7206	SET domain protein 2	AT4G15180
TR86551|c0_g1	1	7207	phosphatidylinositolglycan-related	AT4G35530
TR27568|c0_g1	1	7218	0	AT3G06890
TR43529|c0_g1	4	7222	tetratricopeptide repeat (TPR)-containing protein	AT1G02910
TR66922|c0_g1	1	7227	DEA(D/H)-box RNA helicase family protein	AT3G06980
TR61946|c0_g1	4	7227	DEA(D/H)-box RNA helicase family protein	AT3G06980
TR91703|c0_g1	4	7232	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G07590
TR56261|c0_g1	6	7237	phosphoglucosamine mutase-related	AT5G18070
TR91087|c0_g1	5	7240	KAR-UP F-box 1	AT1G31350
TR26207|c1_g3	2	7243	photosystem II BY	AT1G67740
TR45801|c0_g2	2	7257	Ribosomal protein L13 family protein	AT3G01790
TR96253|c1_g1	2	7259	beta-amylase 1	AT3G23920
TR87911|c0_g1	2	7262	timeless family protein	AT5G52910
TR52213|c0_g1	5	7263	Transducin/WD40 repeat-like superfamily protein	AT4G11270
TR27584|c0_g1	4	7265	0	AT5G04000
TR100703|c2_g1	5	7266	Saccharopine dehydrogenase 	AT1G50450
TR79924|c0_g1	5	7266	Saccharopine dehydrogenase 	AT1G50450
TR77248|c0_g2	4	7269	histone deacetylase 14	AT4G33470
TR62728|c1_g5	1	7270	8-oxoguanine-DNA glycosylase 1	AT1G21710
TR83468|c0_g1	4	7276	0	AT4G32910
TR50407|c0_g1	1	7279	DNAJ heat shock family protein	AT3G62600
TR96401|c0_g1	3	7282	Cation efflux family protein	AT2G47830
TR87517|c1_g1	5	7284	0	AT3G11810
TR28415|c0_g1	5	7286	0	AT4G26990
TR33888|c1_g1	1	7293	Aldolase-type TIM barrel family protein	AT2G36230
TR97670|c1_g1	3	7299	metalloendopeptidases;zinc ion binding	AT5G42620
TR99411|c0_g1	2	7311	photosystem I light harvesting complex gene 3	AT1G61520
TR87867|c1_g2	2	7311	photosystem I light harvesting complex gene 3	AT1G61520
TR67700|c0_g1	2	7311	photosystem I light harvesting complex gene 3	AT1G61520
TR87867|c1_g1	2	7311	photosystem I light harvesting complex gene 3	AT1G61520
TR34695|c3_g1	1	7313	cytochrome c oxidase 15	AT5G56090
TR79396|c0_g1	1	7318	Pseudouridine synthase family protein	AT4G21770
TR84580|c0_g1	5	7322	PCF11P-similar protein 4	AT4G04885
TR62726|c3_g2	3	7327	allantoate amidohydrolase	AT4G20070
TR87492|c1_g1	6	7328	ARM repeat superfamily protein	AT1G08315
TR95358|c0_g1	2	7330	#N/A	#N/A
TR24738|c0_g3	4	7331	FAD/NAD(P)-binding oxidoreductase family protein	AT4G30720
TR79430|c0_g2	6	7334	CW7	AT1G59520
TR88223|c0_g1	3	7338	F-box family protein	AT3G12350
TR86606|c0_g1	5	7338	F-box family protein	AT3G12350
TR45312|c0_g1	1	7348	DegP protease 10	AT5G36950
TR29520|c0_g1	5	7350	mitochondrially targeted single-stranded DNA binding protein	AT4G11060
TR89686|c3_g1	1	7350	mitochondrially targeted single-stranded DNA binding protein	AT4G11060
TR38433|c0_g1	4	7357	0	AT5G17620
TR50996|c0_g1	1	7361	"Protein of unknown function, DUF647"	AT2G31190
TR56793|c0_g1	4	7373	methyltransferases;copper ion binding	AT1G64600
TR3762|c0_g1	1	7381	Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	AT1G77090
TR56137|c0_g2	4	7387	Pentatricopeptide repeat (PPR-like) superfamily protein	AT2G32630
TR56137|c0_g1	4	7387	Pentatricopeptide repeat (PPR-like) superfamily protein	AT2G32630
TR88626|c4_g2	1	7388	0	AT1G31660
TR55313|c0_g1	1	7396	0	AT2G40430
TR59940|c0_g1	4	7397	0	AT5G58250
TR49658|c1_g1	1	7410	0	AT5G38380
TR26785|c0_g1	1	7417	Tic22-like family protein	AT4G33350
TR57197|c0_g1	1	7425	protein binding	AT4G14147
TR58766|c4_g3	1	7430	Beta-ketoacyl synthase	AT2G04540
TR66129|c0_g2	6	7433	Calmodulin binding protein-like	AT5G62570
TR64242|c6_g2	3	7436	"Translation initiation factor 2, small GTP-binding protein"	AT1G17220
TR64242|c6_g1	3	7436	"Translation initiation factor 2, small GTP-binding protein"	AT1G17220
TR68797|c0_g1	2	7438	Early-responsive to dehydration stress protein (ERD4)	AT1G30360
TR51328|c0_g1	1	7446	Exostosin family protein	AT5G16890
TR69000|c0_g2	5	7450	DnaJ domain ;Myb-like DNA-binding domain	AT5G06110
TR99975|c0_g1	2	7453	methionine S-methyltransferase	AT5G49810
TR32407|c0_g1	3	7456	ferric reduction oxidase 7	AT5G49740
TR75572|c0_g1	3	7456	ferric reduction oxidase 7	AT5G49740
TR75572|c0_g2	3	7456	ferric reduction oxidase 7	AT5G49740
TR89636|c2_g1	1	7458	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT1G10320
TR63691|c2_g1	3	7464	KRR1 family protein	AT3G24080
TR50528|c1_g1	3	7464	KRR1 family protein	AT3G24080
TR27769|c0_g1	5	7472	alpha/beta-Hydrolases superfamily protein	AT1G54990
TR54984|c2_g1	2	7474	#N/A	#N/A
TR100717|c0_g2	3	7481	Plasma-membrane choline transporter family protein	AT5G13760
TR69008|c1_g1	3	7481	Plasma-membrane choline transporter family protein	AT5G13760
TR86635|c0_g1	4	7490	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G16835
TR88690|c0_g1	1	7491	ATP-dependent caseinolytic (Clp) protease/crotonase family protein	AT4G16800
TR83358|c0_g1	6	7494	Protein of unknown function (DUF630 and DUF632)	AT1G02110
TR89659|c0_g2	5	7497	RING/FYVE/PHD zinc finger superfamily protein	AT4G10600
TR46170|c0_g1	5	7499	0	AT3G44330
TR56458|c1_g1	1	7500	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	AT1G80360
TR91431|c0_g1	5	7502	cell division cycle 45	AT3G25100
TR88157|c0_g1	4	7518	sec34-like family protein	AT1G73430
TR5765|c0_g1	6	7522	Ankyrin repeat family protein	AT2G26210
TR98013|c0_g1	1	7526	purin 7	AT3G21110
TR54979|c0_g1	1	7534	cyclin H;1	AT5G27620
TR65753|c0_g1	2	7535	Acyl-CoA N-acyltransferases (NAT) superfamily protein	AT2G39000
TR27642|c2_g1	1	7539	0	AT4G24900
TR95032|c0_g1	3	7542	histone-lysine N-methyltransferases	AT3G26850
TR59673|c0_g1	3	7542	histone-lysine N-methyltransferases	AT3G26850
TR87483|c0_g1	2	7545	acyl-activating enzyme 14	AT1G30520
TR31391|c2_g1	6	7554	aspartate aminotransferase 1	AT2G30970
TR74443|c0_g1	4	7559	Pentatricopeptide repeat (PPR) superfamily protein	AT1G26900
TR77046|c1_g1	5	7560	Surfeit locus protein 2 (SURF2)	AT5G40570
TR59572|c0_g1	5	7563	hydroxyproline-rich glycoprotein family protein	AT2G32600
TR79271|c2_g1	4	7565	Ribosomal L18p/L5e family protein	AT3G45020
TR89175|c0_g2	5	7567	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	AT5G25800
TR99990|c2_g1	6	7568	#N/A	#N/A
TR46190|c0_g1	5	7571	Tetratricopeptide repeat (TPR)-like superfamily protein	AT2G30780
TR29942|c0_g1	1	7586	0	AT3G53470
TR23552|c0_g1	4	7600	B-box type zinc finger protein with CCT domain	AT2G47890
TR26753|c5_g1	1	7621	0	AT2G17695
TR55019|c0_g1	6	7626	chloroplastic drought-induced stress protein of 32 kD	AT1G76080
TR27628|c7_g2	5	7629	cyclin-dependent kinase E;1	AT5G63610
TR94630|c0_g1	3	7630	0	AT3G01160
TR46895|c0_g1	2	7631	xylem bark cysteine peptidase 3	AT1G09850
TR67132|c0_g1	4	7638	D111/G-patch domain-containing protein	AT1G63980
TR97572|c1_g1	5	7638	D111/G-patch domain-containing protein	AT1G63980
TR69898|c0_g1	1	7638	D111/G-patch domain-containing protein	AT1G63980
TR48704|c0_g1	2	7639	Transducin/WD40 repeat-like superfamily protein	AT3G21060
TR84318|c7_g2	1	7651	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G60000
TR88579|c3_g1	1	7651	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G60000
