transcript	cluster	ortho	annota	Atid
TR10048|c0_g1	2	4411	magnesium transporter 6	AT3G58970
TR37764|c3_g1	5	4412	autophagy 9 (APG9)	AT2G31260
TR18520|c2_g1	1	4418	hydroxyproline-rich glycoprotein family protein	AT5G52430
TR20690|c3_g3	2	4421	Transducin/WD40 repeat-like superfamily protein	AT5G14050
TR7433|c0_g1	4	4424	aspartate aminotransferase	AT2G22250
TR25900|c1_g1	6	4425	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G50140
TR2654|c0_g1	1	4429	Nucleotide-diphospho-sugar transferases superfamily protein	AT2G39630
TR17387|c1_g1	6	4443	0	AT1G28120
TR27799|c0_g1	5	4445	#N/A	#N/A
TR45931|c0_g1	5	4448	ubiquitin-specific protease 27	AT4G39370
TR54752|c7_g1	3	4451	0	AT1G44608
TR29923|c0_g2	1	4454	sequence-specific DNA binding transcription factors	AT3G54390
TR29923|c0_g3	1	4454	sequence-specific DNA binding transcription factors	AT3G54390
TR461|c6_g1	6	4456	XB3 ortholog 2 in Arabidopsis thaliana	AT5G57740
TR57959|c3_g1	3	4458	vacuolar protein sorting 41	AT1G08190
TR4370|c1_g1	1	4461	Eukaryotic release factor 1 (eRF1) family protein	AT3G58390
TR8532|c1_g2	1	4465	selenium-binding protein 2	AT4G14040
TR37851|c2_g3	3	4469	0	AT1G20970
TR19249|c6_g1	2	4469	0	AT1G20970
TR24128|c1_g2	6	4469	0	AT1G20970
TR11068|c0_g1	1	4472	glucose-6-phosphate acetyltransferase 1	AT5G15770
TR6854|c1_g1	6	4473	nonsense-mediated mRNA decay NMD3 family protein	AT2G03820
TR6854|c2_g2	1	4473	nonsense-mediated mRNA decay NMD3 family protein	AT2G03820
TR7980|c0_g1	1	4477	0	AT5G64190
TR14602|c1_g3	6	4478	DEAD/DEAH box RNA helicase family protein 	AT2G01440
TR11042|c0_g2	6	4479	0	AT5G20635
TR5696|c0_g1	4	4480	CTC-interacting domain 7	AT2G26280
TR60110|c0_g1	3	4481	0	AT2G06040
TR22128|c4_g1	4	4483	BEL1-like homeodomain 1	AT2G35940
TR59485|c0_g1	4	4486	0	AT1G31940
TR23497|c0_g1	3	4487	FRIGIDA interacting protein 1	AT2G06005
TR23261|c1_g3	5	4489	glutathione synthetase 2	AT5G27380
TR33275|c7_g1	6	4493	DROUGHT SENSITIVE 1	AT1G80710
TR35023|c0_g1	2	4495	Protein of unknown function (DUF1423)	AT5G48160
TR52408|c2_g1	4	4503	0	AT5G55960
TR25831|c2_g3	2	4504	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT2G36690
TR24209|c1_g1	2	4506	0	AT2G32240
TR47878|c0_g1	1	4507	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G13150
TR3657|c2_g4	1	4507	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G13150
TR31982|c5_g1	5	4509	0	AT1G60995
TR2440|c6_g1	6	4510	peroxisomal ABC transporter 1	AT4G39850
TR58490|c4_g1	2	4510	peroxisomal ABC transporter 1	AT4G39850
TR5339|c6_g1	1	4511	Pleckstrin homology (PH) domain-containing protein	AT2G30880
TR23237|c0_g4	1	4515	Calcium-binding EF-hand family protein	AT3G18430
TR61139|c1_g1	1	4519	maternal effect embryo arrest 12	AT2G02955
TR52340|c3_g1	3	4522	alpha-adaptin	AT5G22770
TR33778|c0_g1	1	4524	Glycosyl hydrolase family 10 protein	AT4G38650
TR54558|c0_g1	3	4527	organic cation/carnitine transporter4	AT3G20660
TR47298|c0_g1	2	4533	Cysteine proteinases superfamily protein	AT1G02305
TR55707|c0_g2	3	4542	Actin-like ATPase superfamily protein	AT1G13180
TR5334|c2_g2	2	4551	ascorbate peroxidase 5	AT4G35970
TR3894|c0_g1	1	4553	mitotic phosphoprotein N' end (MPPN) family protein	AT3G16310
TR32223|c0_g2	5	4557	chromatin-remodeling protein 11	AT3G06400
TR61000|c1_g1	1	4560	ABC transporter family protein	AT5G60790
TR3852|c0_g1	1	4561	carboxylesterases	AT4G22300
TR34014|c0_g1	2	4565	Peptidase S24/S26A/S26B/S26C family protein	AT1G06870
TR3660|c10_g1	4	4565	Peptidase S24/S26A/S26B/S26C family protein	AT1G06870
TR56576|c8_g2	2	4568	GYF domain-containing protein	AT5G42950
TR42101|c1_g1	3	4576	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT5G55920
TR2058|c0_g1	6	4588	chromatin assembly factor-1 (FASCIATA1) (FAS1)	AT1G65470
TR49815|c3_g3	2	4600	#N/A	#N/A
TR44639|c1_g2	4	4602	phosphatidylserine decarboxylase 3	AT4G25970
TR29743|c0_g1	4	4602	phosphatidylserine decarboxylase 3	AT4G25970
TR20628|c3_g4	2	4608	#N/A	#N/A
TR21346|c0_g1	5	4608	#N/A	#N/A
TR60982|c1_g2	6	4608	#N/A	#N/A
TR24540|c0_g5	4	4609	Protein kinase family protein with ARM repeat domain	AT2G40730
TR60076|c0_g1	6	4617	RNAligase	AT1G07910
TR2687|c0_g1	3	4621	Arabinanase/levansucrase/invertase	AT5G67540
TR37787|c2_g1	5	4623	temperature-induced lipocalin	AT5G58070
TR51262|c6_g1	6	4624	O-fucosyltransferase family protein	AT1G04910
TR25304|c3_g3	4	4627	ubiquitin-protein ligases	AT2G39810
TR19874|c1_g3	6	4634	BTB/POZ domain-containing protein	AT1G04390
TR56545|c3_g1	1	4638	tryptophan biosynthesis 1	AT5G17990
TR2094|c2_g1	2	4642	Fumarylacetoacetate (FAA) hydrolase family	AT4G15940
TR18466|c5_g1	3	4643	peroxin 3-1	AT3G18160
TR50288|c2_g1	1	4644	Formyl transferase	AT4G17360
TR31194|c1_g1	2	4645	Nucleotidyltransferase family protein	AT4G00060
TR22333|c2_g1	1	4646	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT5G61450
TR45461|c0_g1	4	4649	RNA recognition motif (RRM)-containing protein	AT1G79880
TR38850|c0_g3	1	4649	RNA recognition motif (RRM)-containing protein	AT1G79880
TR34185|c0_g1	1	4658	PRP38 family protein	AT5G37370
TR27134|c1_g1	3	4669	"cytochrome P450, family 710, subfamily A, polypeptide 1"	AT2G34500
TR9623|c0_g1	5	4676	cleavage and polyadenylation specificity factor 30	AT1G30460
TR23226|c4_g5	2	4677	GNS1/SUR4 membrane protein family	AT3G06470
TR39486|c4_g1	4	4680	DNA-directed DNA polymerases	AT5G44750
TR5341|c3_g6	4	4691	Plant protein of unknown function (DUF863)	AT1G62530
TR49965|c0_g1	5	4699	0	AT1G54590
TR49965|c0_g2	5	4699	0	AT1G54590
TR23087|c3_g3	6	4724	Mechanosensitive ion channel protein	AT4G00290
TR44668|c1_g1	2	4727	0	AT5G24460
TR46604|c0_g1	6	4730	DNAJ heat shock family protein	AT5G25530
TR37849|c0_g2	5	4733	Nodulin-like / Major Facilitator Superfamily protein	AT1G18940
TR14768|c0_g2	5	4734	Pseudouridine synthase family protein	AT3G04820
TR55925|c0_g1	1	4741	SMAD/FHA domain-containing protein 	AT4G14490
TR44598|c2_g1	2	4741	SMAD/FHA domain-containing protein 	AT4G14490
TR58469|c4_g1	4	4743	haloacid dehalogenase-like hydrolase family protein	AT1G56500
TR46927|c0_g1	2	4745	"Intron maturase, type II family protein"	ATMG00520
TR51940|c0_g1	2	4747	homolog of yeast FIP1 [V]	AT5G58040
TR56602|c4_g1	4	4752	ABC-2 type transporter family protein	AT5G06530
TR11976|c1_g1	2	4754	PDI-like 5-4	AT4G27080
TR28352|c0_g1	1	4756	GTP-binding protein 1	AT5G52210
TR37841|c2_g4	2	4757	"catalytics;carbohydrate kinases;phosphoglucan, water dikinases"	AT5G26570
TR48154|c0_g1	4	4757	"catalytics;carbohydrate kinases;phosphoglucan, water dikinases"	AT5G26570
TR31478|c0_g2	3	4759	Leucine-rich repeat protein kinase family protein	AT5G14210
TR16921|c7_g2	2	4761	Aldolase superfamily protein	AT1G69740
TR16921|c7_g3	2	4761	Aldolase superfamily protein	AT1G69740
TR16921|c6_g1	4	4761	Aldolase superfamily protein	AT1G69740
TR32212|c0_g1	4	4769	"fructose-2,6-bisphosphatase"	AT1G07110
TR25315|c2_g1	2	4771	BCL-2-associated athanogene 4	AT3G51780
TR59996|c14_g2	1	4774	plastid-lipid associated protein PAP / fibrillin family protein	AT3G26080
TR58073|c0_g1	2	4775	0	AT5G52410
TR8294|c6_g1	5	4782	"transcription regulatory protein SNF2, putative"	AT2G46020
TR31127|c0_g2	6	4783	4-phospho-panto-thenoylcysteine synthetase	AT1G12350
TR31494|c8_g3	2	4783	4-phospho-panto-thenoylcysteine synthetase	AT1G12350
TR59724|c0_g1	4	4788	DnaJ / Sec63 Brl domains-containing protein	AT1G79940
TR39807|c1_g1	1	4789	#N/A	#N/A
TR44770|c1_g1	2	4789	#N/A	#N/A
TR17513|c3_g2	2	4793	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G14110
TR17947|c2_g1	5	4795	RNApolymerase sigma subunit 2	AT1G08540
TR60073|c4_g1	5	4796	sigma factor A	AT1G64860
TR54515|c0_g1	4	4796	sigma factor A	AT1G64860
TR23298|c0_g1	4	4800	trigalactosyldiacylglycerol2	AT3G20320
TR15720|c3_g3	5	4802	Zn-dependent exopeptidases superfamily protein	AT1G67420
TR4395|c0_g1	2	4805	dicarboxylate transporter 1	AT5G12860
TR23226|c4_g2	4	4810	RPM1 interacting protein 2	AT4G25230
TR60813|c2_g1	6	4810	RPM1 interacting protein 2	AT4G25230
TR35521|c5_g2	3	4810	RPM1 interacting protein 2	AT4G25230
TR33794|c4_g2	1	4811	ARM repeat superfamily protein	AT1G12930
TR24623|c0_g1	6	4811	ARM repeat superfamily protein	AT1G12930
TR7811|c0_g1	1	4813	Homeodomain-like superfamily protein	AT1G58220
TR56574|c0_g1	5	4817	D111/G-patch domain-containing protein	AT4G25020
TR18160|c1_g1	2	4819	RING/U-box superfamily protein	AT2G45530
TR60768|c2_g1	2	4821	translocon at the inner envelope membrane of chloroplasts 55-II	AT2G24820
TR57982|c1_g1	3	4823	0	AT3G28430
TR50027|c1_g1	1	4826	Protein of unknown function (DUF1336)	AT5G25010
TR50027|c2_g2	4	4826	Protein of unknown function (DUF1336)	AT5G25010
TR49806|c0_g1	2	4833	0	AT3G58110
TR5340|c0_g1	5	4842	ferric reductase-like transmembrane component family protein	AT3G45810
TR43935|c2_g1	1	4843	phosphatidylglycerolphosphate synthase 1	AT2G39290
TR31997|c9_g1	2	4844	SIN-like family protein	AT5G49530
TR32299|c4_g1	4	4844	SIN-like family protein	AT5G49530
TR56359|c0_g1	4	4850	"oxidoreductase, 2OG-Fe(II) oxygenase family protein"	AT2G48080
TR1051|c5_g1	4	4850	"oxidoreductase, 2OG-Fe(II) oxygenase family protein"	AT2G48080
TR4849|c3_g1	1	4860	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G41950
TR34079|c2_g1	6	4865	Calcium-dependent lipid-binding (CaLB domain) family protein	AT3G19830
TR6869|c3_g1	4	4878	0	AT5G40740
TR54691|c1_g1	3	4878	0	AT5G40740
TR43914|c1_g1	2	4883	phytoene desaturation 1	AT1G06570
TR498|c0_g5	2	4887	cytochrome c oxidase-related	AT4G37830
TR54218|c0_g1	2	4895	Protein phosphatase 2C family protein	AT5G26010
TR1710|c0_g1	6	4896	starch synthase 3	AT1G11720
TR56513|c5_g1	1	4897	SAC3/GANP/Nin1/mts3/eIF-3 p25 family	AT3G54380
TR4829|c1_g3	6	4900	EXS (ERD1/XPR1/SYG1) family protein	AT5G35730
TR55714|c1_g1	5	4900	EXS (ERD1/XPR1/SYG1) family protein	AT5G35730
TR55714|c1_g2	6	4900	EXS (ERD1/XPR1/SYG1) family protein	AT5G35730
TR22368|c0_g1	4	4908	binding;RNA binding	AT2G39260
TR37803|c2_g1	5	4908	binding;RNA binding	AT2G39260
TR26671|c0_g1	3	4909	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT2G16030
TR47874|c0_g1	1	4914	0	AT4G01670
TR35463|c0_g1	4	4920	gamma-tocopherol methyltransferase	AT1G64970
TR38925|c1_g1	1	4921	0	AT5G17165
TR42044|c0_g1	4	4927	response regulator 11	AT1G67710
TR1096|c2_g1	2	4931	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT3G50210
TR24778|c2_g2	2	4933	"Essential protein Yae1, N-terminal"	AT3G15750
TR7012|c0_g1	6	4938	Nucleotidylyl transferase superfamily protein	AT2G25840
TR34209|c2_g1	2	4941	0	AT4G15790
TR14360|c0_g1	1	4944	endoplasmic reticulum-type calcium-transporting ATPase 3	AT1G10130
TR60005|c4_g1	1	4947	#N/A	#N/A
TR54709|c1_g1	1	4951	0	AT5G14710
TR49777|c3_g1	3	4953	Zinc-finger domain of monoamine-oxidase A repressor R1	AT4G37110
TR52352|c1_g1	1	4954	Major facilitator superfamily protein	AT4G36790
TR27042|c1_g1	4	4960	snRNA activating complex family protein	AT1G28560
TR55715|c1_g1	5	4961	phospholipases;galactolipases	AT1G61850
TR57012|c0_g1	4	4962	PDI-like 5-2	AT1G35620
TR33248|c0_g1	1	4966	F-box family protein	AT1G23780
TR19926|c1_g1	3	4970	Ypt/Rab-GAP domain of gyp1p superfamily protein	AT3G59570
TR9948|c3_g1	2	4974	XB3 ortholog 4 in Arabidopsis thaliana	AT4G14365
TR42103|c0_g1	3	4977	Ribosomal RNA adenine dimethylase family protein	AT1G01860
TR27764|c1_g1	2	4984	"UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups"	AT1G71220
TR14617|c3_g1	1	4987	0	AT5G35690
TR14822|c2_g2	6	4989	Tetratricopeptide repeat (TPR)-like superfamily protein	AT2G40720
TR60061|c7_g1	2	4989	Tetratricopeptide repeat (TPR)-like superfamily protein	AT2G40720
TR52096|c0_g1	6	4991	RAB GTPase homolog G3A	AT4G09720
TR43934|c6_g2	2	4995	high mobility group	AT3G28730
TR20654|c2_g1	3	4999	AMP-dependent synthetase and ligase family protein	AT3G16170
TR17505|c4_g1	1	5000	Major facilitator superfamily protein	AT1G67300
TR44297|c0_g1	6	5002	0	AT2G27900
TR40299|c8_g1	6	5003	ARM repeat superfamily protein	AT3G27670
TR36951|c6_g2	4	5004	"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein"	AT1G35170
TR15297|c1_g1	5	5005	0	AT3G48210
TR13491|c2_g3	5	5011	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT4G04180
TR49580|c5_g2	1	5013	"phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative"	AT4G39280
TR17509|c2_g1	2	5014	Sterile alpha motif (SAM) domain-containing protein	AT1G70180
TR32902|c0_g1	6	5015	ketose-bisphosphate aldolase class-II family protein	AT1G18270
TR60805|c0_g2	2	5021	embryo sac development arrest 14	AT3G60360
TR3658|c2_g2	2	5022	las1-like family protein	AT5G12220
TR39423|c3_g1	2	5023	SBP (S-ribonuclease binding protein) family protein	AT1G60610
TR3528|c0_g1	6	5029	Chaperone DnaJ-domain superfamily protein	AT2G41000
TR39679|c0_g1	5	5029	Chaperone DnaJ-domain superfamily protein	AT2G41000
TR39429|c5_g1	2	5029	Chaperone DnaJ-domain superfamily protein	AT2G41000
TR35043|c10_g2	4	5029	Chaperone DnaJ-domain superfamily protein	AT2G41000
TR60924|c3_g1	6	5029	Chaperone DnaJ-domain superfamily protein	AT2G41000
TR43884|c0_g1	2	5032	"zinc finger (C2H2 type, AN1-like) family protein"	AT3G57480
TR29853|c10_g6	3	5041	zinc ion binding	AT5G61110
TR8249|c1_g1	3	5062	centromere protein C	AT1G15660
TR18089|c0_g2	5	5070	protein-protein interaction regulator family protein	AT1G15200
TR60949|c1_g1	3	5071	"chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative"	AT1G48850
TR33790|c3_g3	1	5072	vacuolar iron transporter 1	AT2G01770
TR33790|c3_g2	4	5072	vacuolar iron transporter 1	AT2G01770
TR33790|c2_g1	1	5072	vacuolar iron transporter 1	AT2G01770
TR44617|c4_g2	5	5075	phosphoadenosine phosphosulfate (PAPS) reductase family protein	AT5G03430
TR44617|c4_g1	4	5075	phosphoadenosine phosphosulfate (PAPS) reductase family protein	AT5G03430
TR39812|c3_g2	6	5075	phosphoadenosine phosphosulfate (PAPS) reductase family protein	AT5G03430
TR37624|c0_g1	4	5076	structural constituent of ribosome	ATCG00800
TR5484|c0_g1	4	5079	Plant protein of unknown function (DUF868)	AT5G11000
TR54662|c1_g1	2	5083	ACT domain-containing protein	AT2G39570
TR56682|c0_g1	2	5084	Tudor/PWWP/MBT superfamily protein	AT5G40340
TR54730|c0_g1	1	5086	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G21705
TR32049|c0_g3	2	5086	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G21705
TR54689|c1_g1	6	5089	Dynamin related protein 4C	AT1G60500
TR30586|c0_g1	2	5091	"ATPase, V0 complex, subunit E"	AT5G55290
TR51193|c0_g1	4	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR45715|c0_g2	3	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR25791|c0_g1	4	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR52408|c0_g1	5	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR1194|c0_g1	2	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR49243|c5_g1	6	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR45150|c0_g1	1	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR13503|c1_g1	1	5092	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	AT5G16486
TR14316|c2_g1	4	5111	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	AT2G26970
TR7454|c4_g3	2	5118	Nucleoside diphosphate kinase family protein	AT4G09320
TR51308|c1_g1	2	5127	HAL2-like	AT5G54390
TR25399|c0_g1	3	5129	tetratricopeptide repeat (TPR)-containing protein	AT2G43040
TR52333|c4_g1	1	5134	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT4G21800
TR42768|c0_g1	2	5135	Ribosomal protein S5/Elongation factor G/III/V family protein	AT3G22980
TR5581|c2_g1	5	5135	Ribosomal protein S5/Elongation factor G/III/V family protein	AT3G22980
TR18110|c0_g1	2	5138	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G21990
TR33816|c7_g1	1	5140	conserved oligomeric Golgi complex component-related / COG complex component-related	AT5G11980
TR37785|c2_g1	6	5141	SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein	AT4G31200
TR37841|c2_g5	1	5150	Methylenetetrahydrofolate reductase family protein	AT5G38710
TR25428|c2_g1	2	5150	Methylenetetrahydrofolate reductase family protein	AT5G38710
TR4865|c4_g2	1	5154	3-phosphoserine phosphatase	AT1G18640
TR5335|c2_g2	6	5159	SET domain group 37	AT2G17900
TR5335|c2_g3	4	5159	SET domain group 37	AT2G17900
TR26980|c7_g2	3	5160	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G77620
TR18294|c1_g1	4	5163	WAPL (Wings apart-like protein regulation of heterochromatin) protein	AT1G11060
TR57792|c0_g1	2	5163	WAPL (Wings apart-like protein regulation of heterochromatin) protein	AT1G11060
TR17382|c1_g1	5	5163	WAPL (Wings apart-like protein regulation of heterochromatin) protein	AT1G11060
TR33832|c2_g1	2	5164	thioredoxin family protein	AT4G04950
TR49853|c0_g1	1	5170	PNAS-3 related	AT2G25355
TR56673|c0_g1	6	5181	0	AT1G22060
TR32240|c1_g1	4	5184	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT5G35970
TR40300|c4_g1	3	5185	golgi snare 12	AT2G45200
TR31400|c5_g1	3	5188	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	AT3G55360
TR13509|c5_g2	5	5190	proteolysis 6	AT5G02310
TR49825|c0_g1	1	5198	DNAJ heat shock N-terminal domain-containing protein	AT4G39150
TR60823|c7_g2	6	5199	nuclear RNA polymerase C2	AT5G45140
TR5606|c5_g1	6	5199	nuclear RNA polymerase C2	AT5G45140
TR60823|c7_g1	6	5199	nuclear RNA polymerase C2	AT5G45140
TR54259|c5_g1	3	5200	Protein of unknown function (DUF579)	AT1G27930
TR1048|c0_g1	1	5201	NAD(P)-binding Rossmann-fold superfamily protein	AT1G05350
TR18269|c0_g1	2	5204	DNA-directed RNA polymerases	AT1G75670
TR28020|c0_g1	4	5210	F-box protein 7	AT1G21760
TR24813|c6_g1	3	5210	F-box protein 7	AT1G21760
TR31501|c1_g1	4	5211	0	AT1G34350
TR3738|c3_g1	1	5213	Major facilitator superfamily protein	AT4G34950
TR24783|c0_g1	5	5221	Pre-mRNA-splicing factor 3	AT1G28060
TR39514|c1_g3	3	5222	proton gradient regulation 3	AT4G31850
TR1886|c4_g1	4	5226	0	AT5G16520
TR54668|c1_g5	4	5226	0	AT5G16520
TR15719|c6_g3	2	5241	ZIP metal ion transporter family	AT3G20870
TR9639|c0_g1	3	5244	SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	AT3G51670
TR8714|c0_g1	4	5250	ARM repeat superfamily protein	AT1G72560
TR8316|c5_g2	6	5252	RING/U-box superfamily protein	AT3G60080
TR58507|c1_g1	6	5253	Aha1 domain-containing protein	AT3G12050
TR51823|c0_g2	2	5255	sequence-specific DNA binding transcription factors	AT4G31270
TR14856|c1_g1	1	5256	0	AT5G35320
TR42097|c0_g1	1	5259	structural maintenance of chromosomes 5	AT5G15920
TR26519|c0_g1	1	5264	DNA ligase IV	AT5G57160
TR60560|c0_g1	3	5264	DNA ligase IV	AT5G57160
TR38955|c1_g1	5	5264	DNA ligase IV	AT5G57160
TR28404|c0_g1	2	5265	ARMADILLO BTB protein 1	AT5G13060
TR4384|c2_g1	1	5269	Pentatricopeptide repeat (PPR) superfamily protein	AT5G08305
TR39529|c3_g1	2	5275	0	AT4G09060
TR34103|c4_g2	1	5305	0	AT5G64510
TR25424|c5_g1	6	5305	0	AT5G64510
TR31978|c0_g3	4	5306	ubiquitin-associated (UBA)/TS-N domain-containing protein	AT2G12550
TR3678|c2_g1	1	5308	0	AT5G11780
TR20446|c0_g2	4	5309	0	AT4G32970
TR38933|c1_g2	3	5310	Tudor/PWWP/MBT superfamily protein	AT3G21295
TR24598|c0_g1	5	5311	LSD1-like 3	AT4G16310
TR29323|c0_g1	3	5315	global transcription factor group B1	AT1G65440
TR5584|c6_g1	6	5317	protein kinases;ubiquitin-protein ligases	AT5G13530
TR8491|c0_g1	1	5322	homolog of histone chaperone HIRA	AT3G44530
TR3743|c6_g2	6	5324	Protein prenylyltransferase superfamily protein	AT5G37130
TR32576|c0_g1	4	5327	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G32820
TR17441|c15_g2	2	5336	fumarase 1	AT2G47510
TR57635|c1_g1	2	5338	SWIM zinc finger family protein	AT1G60560
TR41005|c1_g1	5	5342	DNA polymerase V family	AT5G64420
TR45566|c0_g2	2	5343	0	AT3G57360
TR31431|c6_g1	6	5346	cell division cycle 48C	AT3G01610
TR19647|c0_g1	3	5347	Ku70-binding family protein	AT3G03420
TR39034|c5_g1	3	5349	Protein of unknown function (DUF3537)	AT1G67570
TR60062|c9_g1	3	5354	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT2G26200
TR43984|c0_g1	1	5357	ATP-dependent protease La (LON) domain protein	AT2G25740
TR1116|c2_g1	2	5369	Sec1/munc18-like (SM) proteins superfamily	AT3G54860
TR7889|c2_g2	4	5372	tRNA synthetase-related / tRNA ligase-related	AT5G10880
TR25332|c5_g1	1	5382	"Oxidoreductase, zinc-binding dehydrogenase family protein"	AT1G23740
TR31952|c10_g1	1	5383	Alpha-helical ferredoxin	AT1G79010
TR7383|c7_g1	2	5385	Undecaprenyl pyrophosphate synthetase family protein	AT1G11755
TR20625|c6_g2	4	5385	Undecaprenyl pyrophosphate synthetase family protein	AT1G11755
TR32795|c2_g1	4	5385	Undecaprenyl pyrophosphate synthetase family protein	AT1G11755
TR7861|c0_g3	6	5386	0	AT3G50430
TR7861|c0_g6	4	5386	0	AT3G50430
TR7861|c0_g5	4	5386	0	AT3G50430
TR58750|c1_g1	3	5388	"RNA 2'-phosphotransferase, Tpt1 / KptA family"	AT2G45330
TR467|c0_g1	2	5393	"CBF1-interacting co-repressor CIR, N-terminal;Pre-mRNA splicing factor"	AT2G44200
TR49962|c1_g1	5	5395	FTSH protease 12	AT1G79560
TR57999|c4_g1	1	5404	ATP-dependent DNA ligase	AT1G49250
TR61140|c4_g2	2	5413	HARMLESS TO OZONE LAYER 1	AT2G43910
TR39559|c0_g1	5	5415	cell division cycle 5	AT1G09770
TR11589|c1_g1	5	5427	"thiamin biosynthesis protein, putative"	AT1G22940
TR22165|c0_g1	2	5432	indole-3-butyric acid response 1	AT4G05530
TR41297|c0_g2	2	5433	alpha/beta-Hydrolases superfamily protein	AT3G48090
TR32257|c4_g1	2	5435	proton gradient regulation 5	AT2G05620
TR11380|c0_g1	3	5441	abscisic acid (aba)-deficient 4	AT1G67080
TR3699|c1_g1	4	5442	ubiquitin-protein ligase 4	AT5G02880
TR3699|c1_g2	6	5442	ubiquitin-protein ligase 4	AT5G02880
TR15725|c2_g1	5	5443	mitochondrial substrate carrier family protein	AT2G35800
TR58476|c4_g1	6	5452	DNA polymerase lambda (POLL)	AT1G10520
TR4886|c2_g1	6	5459	Homeodomain-like transcriptional regulator	AT4G12750
TR54752|c11_g1	2	5460	ACT domain-containing protein	AT5G04740
TR25427|c3_g1	4	5461	phenylalanyl-tRNA synthetase class IIc family protein	AT3G58140
TR33911|c0_g2	2	5461	phenylalanyl-tRNA synthetase class IIc family protein	AT3G58140
TR18123|c0_g1	1	5464	RNA-binding (RRM/RBD/RNP motifs) family protein	AT4G10110
TR22410|c1_g2	5	5465	tubulin folding cofactor E / Pfifferling (PFI)	AT1G71440
TR3714|c2_g1	5	5466	KH domain-containing protein	AT1G33680
TR37840|c2_g1	6	5469	transducin family protein / WD-40 repeat family protein	AT4G00800
TR45551|c0_g1	4	5470	ARM repeat superfamily protein	AT2G26780
TR52344|c1_g1	5	5471	probable CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2	AT4G38570
TR55780|c10_g8	1	5471	probable CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2	AT4G38570
TR51358|c7_g1	6	5472	AFG1-like ATPase family protein	AT2G25530
TR57278|c0_g1	1	5477	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	AT2G01080
TR486|c0_g1	6	5480	FtsH extracellular protease family	AT3G04340
TR23171|c3_g1	1	5480	FtsH extracellular protease family	AT3G04340
TR35408|c0_g1	2	5481	histone deacetylase-related / HD-related	AT5G61050
TR4834|c5_g1	1	5483	SNF2 domain-containing protein / helicase domain-containing protein	AT2G44980
TR5637|c0_g1	3	5483	SNF2 domain-containing protein / helicase domain-containing protein	AT2G44980
TR44273|c0_g1	2	5485	ARM repeat superfamily protein	AT3G06530
TR4298|c0_g1	2	5486	RWD domain-containing protein	AT3G60300
TR4886|c0_g1	6	5489	zinc ion binding	AT3G54360
TR6905|c0_g1	2	5489	zinc ion binding	AT3G54360
TR21589|c2_g1	2	5491	RNA-binding (RRM/RBD/RNP motifs) family protein	AT5G04600
TR28453|c1_g1	1	5494	ARP protein (REF)	AT1G49670
TR50001|c0_g2	4	5498	Exonuclease family protein	AT3G50090
TR50295|c5_g1	5	5502	Phosphofructokinase family protein	AT4G04040
